         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:100(CalculatedMember)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\range.py:137(__new__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:630(_buffered_line)
        6    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\dimensions.py:200(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\marker.py:28(Marker)
       28    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\cast.py:613(_maybe_promote)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1685(_clean_options)
       30    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:197(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:71(Manifest)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:6459(any)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\connector.py:114(Shape)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\area_chart.py:83(AreaChart3D)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\protection.py:122(from_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:355(Filters)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:923(_get_index_name)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\readers.py:1627(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:382(_convert_to_alignment)
       15    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexing.py:935(_expand_ellipsis)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       21    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:707(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:136(write_views)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:403(expandvars)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\table.py:81(__init__)
      118    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:62(from_tree)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\functools.py:544(decorating_function)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\random.py:458(choices)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\area_chart.py:27(_AreaChartBase)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:94(GroupTransform2D)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\mimetypes.py:426(_default_mime_types)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\excel.py:51(__set__)
        5    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:690(FieldItem)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
      258    0.000    0.000    0.000    0.000 C:\Python313\Lib\typing.py:2371(cast)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\properties.py:12(ChartsheetProperties)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:109(CSSToExcelConverter)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pivot.py:37(PivotFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\spreadsheet_drawing.py:250(__init__)
       22    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:734(name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\pagebreak.py:11(Break)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        5    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:172(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:187(LightRig)
        1    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:2082(empty)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\relationship.py:21(Relationship)
      119    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:225(write_page)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:592(PresetTextShape)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\warnings.py:170(simplefilter)
       10    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:2795(extend_blocks)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\marker.py:55(DataPoint)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\comments\shape_writer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:373(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:288(PresetShadowEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:398(BlipFillProperties)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:309(_convert_to_side)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\ops\common.py:81(get_op_result_name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\chartspace.py:95(Protection)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\pathlib\_local.py:289(drive)
        4    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\properties.py:39(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\trendline.py:23(TrendlineLabel)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:85(write_cols)
       21    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1375(_is_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:92(Cell)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\_color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\scenario.py:74(ScenarioList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\views.py:37(Selection)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\workbook.py:64(__init__)
       10    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:252(_EndRecData64)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:573(DataField)
        3    0.000    0.000    0.000    0.000 <frozen os>:1126(__subclasshook__)
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1198(is_bool_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:126(to_array)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\table.py:41(TableStyleInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:560(FieldGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\print_settings.py:23(ColRange)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\bound_dictionary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\copier.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\defined_name.py:158(__init__)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:236(set_axis)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:1204(is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\formatting.py:17(ConditionalFormatting)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:213(write_print)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:90(IconFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:148(EffectContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pivot.py:18(PivotSource)
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      102    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:631(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\page.py:82(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\axis.py:51(Scaling)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:132(as_name)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\borders.py:33(Side)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\effect.py:214(InnerShadowEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\text.py:46(PhoneticText)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:232(StringFilter)
       22    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\base.py:549(find)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000013C24FBBBA0}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\filters.py:430(AutoFilter)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:306(AutonumberBullet)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:191(_NamedCellStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\geometry.py:346(Path2D)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\connector.py:44(NonVisualConnectorProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\styleable.py:115(StyleableObject)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\properties.py:10(Outline)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\spreadsheet_drawing.py:60(AnchorMarker)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\axis.py:168(DisplayUnitsLabelList)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\spreadsheet_drawing.py:119(AbsoluteAnchor)
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\cache.py:797(CacheSource)
